sku,account_ref,user_ref,quantity,value
XNCKYU,JKBVHEAXHMFOHZ,XCWHGBAZQGOF,2,115.65
AOFPXN,,,1,67.99
LUHVZK,,,1,589.9
NSKTCD,XSUHXXKWSPYDWD,WBRWVLYKRXPM,1,354.22
GOAPUM,EORSAJVJMZURSC,RRMBSDBGHUHV,1,226.28
PSNRME,ZERAILZOGWGXUF,HBAGXJUKXSDG,2,140.76
EZLHUN,,,2,624.14
FIGZAE,JKBVHEAXHMFOHZ,,1,79.66
UFCGMI,MFHRPGUDAWRQAK,,3,423.83
RILNWR,OEVTPMEQMCATMD,,2,535.67
BOZJHX,,,1,222.9
JYWLGD,,,3,301.64
BPKAZB,SDNGQJVONNBRAD,,1,84.31
BCVSMY,,,2,361.11
TZVFNW,,,1,378.65
GFKGUP,,,1,493.93
ZPIVEQ,,,2,119.31
QQITHM,XOKZHKQXYEIPOG,WWJDNUQLZUST,2,179.51
PDNGTS,OVEMBPUDTRALCJ,,3,544.06
DNLURA,PFDKRUMIBJQYIG,,3,383.35
OHUVQY,,,3,144.9
DYTKCP,,,3,572.55
BKTJNJ,,,1,347.55
PBHPSU,IEKBPBVDBBLTHC,,3,426.44
ZWKMKZ,,,3,155.69
BKCCQV,JNSPJHXIEPVHUK,MPMBQTODYGLH,3,640.83
IPUJWF,,,2,70.03
GPVDUE,,,2,459.29
BRHEER,OVEMBPUDTRALCJ,YNFULZVMWHUQ,3,565.99
ORHJWI,,,2,92.88
LFTAAD,TACCTDZEEXQUWJ,GDGYBNNEHEVZ,1,54.86
LAHCMR,,,3,158.62
BHOIIM,MPURFMIYQCXJDG,,3,41.92
DYDSAB,,,3,444.29
BREYRP,ZNAEUHUHOABTGG,,3,455.91
KUNSGU,DMWKWYFVQUURGH,NDQYPGRRGHIE,3,87.46
DCQUUH,,,2,255.28
YJUYLC,,,3,241.32
ASXUCG,,,1,476.58
CDAWWJ,TRCFVEFTRVEVBH,NTVHKHIHWWCT,3,393.39
BEBWBL,ICICBIISKFTPPL,LAADCWVPLJPH,1,82.09
KOPQIC,,,1,397.22
WGWQSF,UIZQAVHZPHDQHM,AMSQEDUJGALB,2,112.18
ZYXKAY,,,1,206.24
DWAKYX,RHMXHURMGXQNMJ,YAULXTQRVNNZ,3,520.23
TGIFQN,FRYBODGMOFBLBY,,1,626.32
MDYMQI,QXLUVSJRNRDWXY,MHIDMRNIBNJO,2,216.75
NHTWMT,COHMUKFAESXDXS,,3,404.78
DEVWOR,,,3,219.93
IOQTST,EDOIBPJWNEYGIR,,1,231.65
OXEMRL,IJVQUWMXEAZDIE,,1,486.41
IQEWTP,,,2,273.55
JDRJTS,GRFHKUTJJHHQRD,,2,544.37
XARHEV,CRSDEKTBVDJFGH,,3,367.59
LSQOGH,,,2,434.28
ALJCAI,WYLMHUIZDIVCAX,JEUIXUIOMJGL,3,469.77
UAODQN,,,2,377.05
HTOMWO,DIAXFQBCNOSZFB,,1,425.33
REOAMP,GWUQILVCDNPSOC,ITQHKAEVYYIH,1,108.82
WSPLHX,UKWCVCBBQWNWMP,,2,162.27
UOGKKJ,,,1,588.55
NRLNYX,,,2,156.47
ISNPGF,PTJFUXXRLRZUXC,,3,392.22
PWJHXF,ZERAILZOGWGXUF,,3,231.07
ZSKEJU,RVAJCHXCSSLQFH,GMHDMBGXUGUR,3,98.29
TKPZAJ,,,1,326.68
ROQVYA,,,3,207.61
GKAOLN,GALHQACPTWQCJT,,1,448.9
TEFZYQ,,,3,473.45
CTPOVC,,,3,49.39
JUBNZN,INPGNJINYXUFUF,IVDUCJUISGIG,2,108.72
DFIRPB,MFHRPGUDAWRQAK,,2,522.22
ITVPFZ,ZVXDMBNMNOWUTF,,3,470.13
YOAJPC,,,1,356.26
QCNOSO,MVPCNTLWTAOPLC,,3,195.29
XLNFYX,ZNKGXDSSHUZWKM,BSTFLTUYPSPD,3,314.62
YRFVOA,,,1,550.53
VXVBDA,,,3,423.84
PNXDOD,,,1,44.29
IUQLYW,,,1,421.29
JGZIPD,,,1,572.37
UAODQN,,,2,407.39
XWWRVZ,LDSPJYQLZITXFD,ZLCWTGMUASLD,1,351.79
DQCJBZ,TRCFVEFTRVEVBH,,1,201.88
ENVTMV,MAKZDZVIVRBYVI,,1,75.13
HXQXLY,,,2,128.76
OJDQGL,GSEUNCTWPDTWSU,IVDUCJUISGIG,3,169.36
EKSSVX,OOQOGDHJAEEKUY,FFONKDMHRZVB,3,507.76
RVMAYT,,,3,392.06
VYVGPW,,,2,15.19
EJEETD,OKBDMOSKBSGJXS,,2,141.09
OQVXOJ,,,3,80.79
EDXFDU,,,2,130.63
GZGMAB,,,1,474.68
FBZXBV,CQEBKUCGTMAIQV,KVVRWHMMQVEU,2,293.42
SZVDFY,,,3,329.41
PZAIIV,ULEDFHZVVKQECR,,1,13.23
TNZKUK,,,2,105.46
CNWLAB,,,2,208.93
QBIMDF,,,2,557.88
YVPLWT,ULEDFHZVVKQECR,UMIMELICTDZQ,2,509.09
VVFQWE,YYVSRMOOTMFGXC,FDFUTXQFNUDF,1,38.41
ZOBXUH,JJEVIBUUOVYAOB,,3,371.1
TPARPZ,,,1,321.94
CQBIQY,,,3,381.75
XMIAIR,,,1,278.79
CFBQQD,,,2,295.02
BLYIKT,,,3,319.68
ERATOF,,,2,19.47
HXSKZJ,VDGIMJDTEYXQQO,,3,520.97
BCGSJU,,,3,218.95
OAVGXN,,,2,644.14
TEFZYQ,DMWKWYFVQUURGH,,3,659.45
UODJGB,JJEVIBUUOVYAOB,BTIPJJLLKFIJ,2,48.75
DITEOU,KAFTCONUJCNALJ,,1,677.46
MDTEYE,,,2,103.56
AMSJGF,,,2,50.52
AAIONK,GWUQILVCDNPSOC,,3,164.14
MNVFEB,TYWVSZXFCCRJGO,,1,379.17
MVTTBB,QRWAYFYPFTZPRG,,1,106.2
JANGXI,KMIMTMWSKXZPDK,ZDKFQNEFYNCF,1,265.58
SGQRIQ,JAJOSUEYHGOKKP,KZIAMQURGPQW,3,76.19
XUCLOU,XNLKOJQUDHEGUQ,CTNIOEHHBKGX,1,435.44
OCVTFR,VOPYKPESOPKNUJ,,3,467.94
KVVJRY,,,3,199.22
ZLRQAF,,,2,388.28
MWMIIA,PFODWJWQRDOGNG,,2,579.16
KYSTJT,,,3,89.4
OXEKBZ,WPAVOUETESROGD,PKZCCWOUBPDF,3,467.88
YLSKOS,CBRYHANELZRGYN,VEBGTBJSXYEW,1,334.17
OAROIL,,,1,438.22
HRDDVS,,,2,534.75
MKUPMJ,,,1,465.95
HAODFV,,,3,33.18
QZKNJD,YYVSRMOOTMFGXC,,1,450.32
PXZOUN,,,3,445.98
YXHGIA,,,1,56.97
EUOEYK,KJJDZTDDIUGDAN,RSOPQVNSILXJ,1,474.4
CHXNLG,AKVCRRNBHODSSA,,2,410.52
DCDHJX,,,1,547.5
BQLCDU,BBTDBNXLFYPZHZ,,2,322.98
UNXHZW,,,2,64.74
EURSYE,NSHJCRAVGQCHGR,YVWCMPDHQCOG,3,415.09
ZDLACN,,,3,310.56
NRTPYL,,,2,108.65
EFEMXQ,,,2,578.27
OUYKUD,YAZOAXOPAOCMTI,SRUCFKGHFBLW,1,290.82
MYCBTG,,,1,36.99
YSXWHW,OEVTPMEQMCATMD,,3,423.58
MHDAGS,,,1,157.53
CVSNMO,LGNMYBKSMZFUYR,JGMACKLKKSQU,3,481.5
RVXFME,NJOZWEISLGCJOV,,1,20.99
FUGEGN,,,1,195.1
UDZLAA,SHQDDOVIPQLJUK,KLJAERIQDAZP,3,370.34
ZFHVSW,,,2,477.45
XACLQF,XUVVDDVFKWRZVS,GIZIJBDFEGEA,1,223.95
HYAADK,NSHJCRAVGQCHGR,TFQBRHPFUVEG,2,327.89
VVACCY,,,2,119.87
ZEGAAG,,,3,20.61
MOUAYF,VLQYOEBBARFHXU,,1,703.56
EZUQOE,,,2,184.93
LSQOGH,,,2,442.55
LEGJQH,,,2,120.18
PXGGYU,,,2,170.5
ZPXEKR,,,2,295.73
OKPMAR,AGJTBYHMNUUOKO,VNUQFLUYOOTF,1,381.32
UZVGRK,,,3,310.12
WGCLEH,NSPZDAGXYGIATM,,1,35.41
PFNBXY,SNXCBEQRGOKRRY,,2,420.37
LLAHVH,XOJZDVEJHOLXVE,VMBJZZSWFZID,2,365.29
NSSDBT,SXXXNOYRSVAIWY,,1,272.02
DMEVJF,,,3,259.8
SNOTRH,,,2,473.74
ZHQHNR,IAQMPNKGVMGKZD,,1,490.4
SWTJUR,LRRXUXIRTTHVNI,XTCBCBBJPIKH,1,313.2
MASACH,MDUGFBEPFGZAOF,FHDKXPDCFDKO,3,499.97
XEEJVX,,,2,626.72
WEYIRG,AGJTBYHMNUUOKO,ONXEVXTEBRZD,3,328
CCPKMX,ZXLTUDZARXDCWV,,3,503.28
HJTSNR,GNFUCJPCCWGJSZ,,2,336.84
TQUQFY,,,3,435.8
VEQOVC,GDPFCIAQHLQZSI,,2,410.26
IIHWOK,,,3,423.27
ANUOCA,FQVEJHMGIDMFUL,,3,420.03
UNZYTJ,,,1,677.09
NTMKZB,,,1,392.63
QFBKDG,,,3,127.42
JGRCQD,PKMGQUKJPOODHF,,1,554.6
SWUMHK,ZVXDMBNMNOWUTF,ANWRQCKVQXRY,2,500.4
YUGDOQ,RBLDXTOYWDMKFS,XONSCVSMILIW,1,395.39
HZFADC,MBXTGYMELOGTBL,,2,684.26
JZSYEI,,,2,494.93
XZKOHH,,,2,177.84
QQDDFC,,,2,153.29
YNGGNH,DUKXVFBQGGPLLO,,2,390.12
WSYUVU,,,2,142.18
ROACGJ,,,3,109.57
YSETHE,,,3,227.04
KVEHLE,LVNHCTMXZWCGSF,DVUUHSGUWQSH,2,50.05
YKUYND,,,3,635.49
KUMYTF,,,2,354.35
VXVBDA,,,2,334.61
IKRDBD,,,3,135.97
ARJIJT,,,2,405.72
ZKSWUN,,,2,426.34
VEXPLM,,,1,51.05
KJMGFT,KQQCIQBGVORFNR,BVVIQXGEDPDJ,1,199.03
OAPWRH,,,3,62.29
PWJHXF,,,1,224.76
RRSQVU,ICICBIISKFTPPL,,2,222.62
AIIVQD,XGHWYRYUVREHOQ,,1,182.21
TOJXTS,,,1,458.41
OJEKYH,,,2,11.12
HOMVPN,ETJCIXNTVDVENS,,2,150.02
CCPKMX,CBJFBOUMNPTGGW,QPZGKFMFPUOM,3,559.2
HQAMUP,XYRGNWKHNBOPUI,,2,536.37
MMLVYQ,RKISMTIUZCVKVC,XNCVFUFWHCPW,1,11.07
QRTZLM,COHMUKFAESXDXS,DTWFESLHTEZC,1,258.54
YRYCQM,UIZQAVHZPHDQHM,,1,128.41
DYXLDN,,,1,14.36
JIHXVO,JNPMNVBGNAKADC,AHXWDYBXLYEP,2,378.42
TEPLLG,,,3,61.48
QPALYA,,,1,421.17
WPRFZA,BBTDBNXLFYPZHZ,OCAXMFHTLACV,3,175.51
JBOAAS,KMIHLZGZDVBAXV,,3,530.92
AKCYRZ,,,1,42.28
ZLDWAJ,GRFHKUTJJHHQRD,JXLSMZSVSTAM,3,109.98
NJUKYN,,,3,54.23
WUYZTK,,,2,159.75
RMUSSX,,,2,45.57
JFEUST,,,1,180.85
RSPUPL,QWQQSEVFONTTGP,,3,379.29
KJTDPS,,,1,223.53
MANZVA,,,2,18.95
FXDATI,,,1,303.44
SIKWAD,,,1,50.88
AVKUTO,IBCCRYUUGSMIZD,,3,413.47
LAGANG,MJQWSWNWWATSFR,ASBVBVXSUPEK,3,477.36
HQAMUP,LGMWDGCFACOBTT,,2,666.04
DWANGP,NYTUDKFLQIVRLX,,2,558.26
PZABAV,IEKBPBVDBBLTHC,,1,559.09
AQENFC,,,2,477.18
SGDTYF,,,1,241.29
KKDOAU,LLFXMPKKEMDZZU,PXLVFBJFLBTU,1,221.5
HFUHGS,,,1,346.51
NNGMCW,,,2,415.26
JPFHPK,,,3,238.73
AJWMVG,EZDEDJGIHMENYM,LWBEZUDWIOYH,2,592.09
KTLZBZ,EORSAJVJMZURSC,,2,379.4
WFARKF,,,3,337.95
URNEID,AMGHGMXIMHVAGD,,3,43.16
MZBFFJ,DBGQOCYFKFHGYL,TGXJZBRVERWB,3,148.9
JZYYCC,,,2,264.35
KXKCSO,UIZQAVHZPHDQHM,,2,277.43
VGWMQO,EMUWNDKQDSYBXT,RASCKECGZNXG,2,370.54
YXREUX,XTHGZDRDGFFJOV,,3,164.55
QTNQOA,CGZQNRMQEMQGWI,RCDZUARHQGRI,1,436.8
ASSHXR,,,1,326.02
QAMDRS,,,2,266.31
FCBRBW,,,2,392.36
EZAWAX,,,1,463.95
ZBQPCC,,,3,643.85
TGIYFK,,,2,460.9
XWPYHB,,,3,211.15
HWTHNT,,,1,240.39
GDBMAN,LRRXUXIRTTHVNI,,2,477.07
VPFFVS,,,2,51.21
IKQNPV,FRYBODGMOFBLBY,YXEMKWIFGMNX,3,50.01
IANSEC,,,1,431.64
HQSRCD,,,1,174.38
ZUTPBC,RBLDXTOYWDMKFS,LDZYOILTIGNK,1,592.52
UVMZOS,CBUKNMZBZVMMGR,,2,422.45
UVAEXQ,,,3,159.42
QVPFMS,,,2,52.23
LLLSWG,,,3,125.23
DPWZQQ,ORJUECRWNLIPOJ,XVPTLRWLEEZC,2,43.35
PJIFMD,,,2,372.84
XDWCMM,CFJBWDHBUISCJX,NPXSXVTJATPO,1,492.77
MELRGJ,XGHWYRYUVREHOQ,UGMTTXMDZAAA,3,655.7
NRPNBG,VSXBOINOYDXELX,BZXRXYIWTOJM,1,427.75
CDJBPC,,,1,92.42
PXZOUN,,,3,449.99
GUUOFS,EMUWNDKQDSYBXT,,1,152.7
YZQSUL,DASATLZPBVTVBW,,2,343.8
FLZKDR,FXWXKCYYENIUSL,,3,146.94
CUCEXV,UAVPNGVNZRYJXK,BDHLCEELELQB,2,134.42
RAQDKJ,SCJESGWDRCCFGV,,1,455.82
YXTKLT,,,2,338.56
UEYUUK,VUBHYQLZZQROWD,GDOMLWTZRGMA,3,79.8
GFJYNY,,,1,490.87
DEWSBE,,,2,472.07
QAMDRS,NYLZQHEJNENPLS,KWTFYUHUIRLZ,1,355.08
JXPDRK,,,1,499.61
XKPBJV,,,3,39.83
IVMOCF,CBUKNMZBZVMMGR,,3,137.3
XKUZYJ,CEHWPWZAZBSJGU,KHKJDOSOYISD,3,191.77
UYULBN,KMIHLZGZDVBAXV,,2,41.27
HYAADK,,,3,293.38
WEORFD,AKVCRRNBHODSSA,JPVUXQUAPWNE,3,411.58
EXXHDE,,,2,435.97
HOGAQB,,,2,304.61
SGDTYF,,,2,268.43
MUQPUT,,,1,495.84
VIYDHE,,,3,238.25
XPLRQD,MWLRLETYZXPHUD,KGFEFSKJIRVG,1,395.65
UZHBPD,,,1,322.85
GQVDYT,EFZJDRWSSZMXGX,,3,585.73
LTFRRD,,,2,574.32
SYPWOP,,,3,603.75
DMZYOJ,,,1,96.34
SVRQCP,IJVQUWMXEAZDIE,AWZWDUEHNSVC,2,191.17
WYRJPE,,,3,26.6
OCMGEE,RILXGOXLBRBCUK,CDGLAKNGJLCY,2,69.61
EKSSVX,,,2,556.12
ZHRLKR,UNJEXTUPKSJILX,HAPKWGORMARF,2,548.43
CAADTU,,,3,337.08
UBNZCM,,,1,647.63
JRVMAP,,,1,562.98
GOHWAZ,DDMHKAQTOMEZEL,,3,20.87
EEAGVO,,,3,197.03
ESVHVG,,,1,507.66
KYSTJT,,,1,65.15
DHPUCB,LTFVOLGSBFQQPO,,1,191.97
ARBHHE,CABFYGGLXWIBDE,GGEOHHOOMKBK,3,135.96
VPMACB,XTHGZDRDGFFJOV,FNQGPYXNVUPN,2,135.7
YWLISL,ZZQSMCVVMIJMGH,,1,502.21
OJFVUD,,,1,659.46
IITPJL,UALBUAKYOGYIOP,FOZVCMJVJRYY,2,555.47
VDOUEK,NRQXJZMMYINMJE,RCDZUARHQGRI,3,183.63
WYDCGU,,,1,106.37
TXBJWX,,,3,155.11
QTAFKU,ZZQSMCVVMIJMGH,OJZGOBUDOFML,3,72.91
AOWCZJ,DFPBCJZLPFRJPB,SQPRPZPLYSXH,3,400.41
AQFWUS,QIJPFFDWRUODAB,HXGUJFUHAHDG,2,93.5
PIZRVU,QUBZAGPLRNJHGY,LBRKSBEFNREJ,3,158.9
JZHBCX,JMMULDSXXTEYYY,LRJMKOCHTOZH,1,337.76
BDBUTG,XSUHXXKWSPYDWD,,1,165.23
BZKBYV,,,1,335.74
URGHLX,,,3,241.25
CLKAUA,,,2,525.5
RKKCNW,,,2,482.07
DBVYPE,KGUALYGWIEFRCQ,ISZOILFOMWGF,2,128.11
JZSYEI,VCYYEZBOLSPETA,,1,637.15
HVYVPN,,,3,511.04
NFJMTG,CRSDEKTBVDJFGH,,3,527.29
DUYXVL,XNLKOJQUDHEGUQ,,1,493.89
JGRJHX,,,1,550.42
LFOWDZ,ZRDHLKGDLCAJKJ,MDKJDHKLWVBI,2,502.01
EKFSQJ,YHCMNTMMBNQLEJ,RMPSYBYTUKUA,3,195.29
YXJXLP,,,2,131.88
RYSYTK,KHTLMNIDFTQKWX,,3,198.78
CWASXZ,,,2,361.95
ZVUEPH,YUVFXVGLRPXIWM,YANAGYLFFWGU,2,398.36
AIPSRQ,,,1,330.62
OJEKYH,,,2,11.78
EIEBYX,FFFLXLJEGSYKFW,,3,350.41
DSDWZG,,,2,483.83
IBSJTI,RLGSXPUPQMEALX,,1,316.22
HNSZWJ,ZIITWSNWPJSAZK,FTUEBEOHERKC,2,166.93
YSJGKD,YRGNIUDXOVAGOS,IHYPYCHHEXLE,3,397.73
TTCMUO,YVSIRCBKRWJCEB,QVMFMNXOJSZR,3,285.44
QIQZAS,LRRXUXIRTTHVNI,,3,474.6
WSTHDT,,,1,509.27
MWKQQZ,RGQSRWWUQWRNUE,,1,363.63
HXJPBF,OJYXAUXDRBVCSY,,2,201.49
HAZKUW,,,2,504.83
CQSWGP,,,1,220.77
SESQIA,NVJWSMLQIAKVNF,,2,351.12
HWLDAR,PFODWJWQRDOGNG,QJAXFRXNYTWY,2,460.39
VSDIJA,EHIUNZUJDTYFLB,RLVGUGTDGDEI,3,49.96
SKOXIX,,,3,33.58
CTXRKM,LLFXMPKKEMDZZU,,2,454.27
GRIPPM,,,1,622.85
AZKJKQ,XGHWYRYUVREHOQ,HBSSCZUQGHMW,2,395.65
WDQZYV,IJVQUWMXEAZDIE,BAPATMBBZVUV,3,54.25
JAAVHC,,,2,156.47
PEPIBU,BGBMMAOFBNPGOC,JKXSWZEZLEJR,2,248.67
DXWFPK,,,2,550.1
ASSRRL,,,1,441.96
IGAEIG,,,1,191.97
DBGNZQ,,,1,110.43
DCSKQP,MWLRLETYZXPHUD,GIVFWQQNQMAD,2,279.12
LQLSXE,FZYRHRQOZJWEXU,,2,489.66
JVXDOA,NSJERDKRNAJKQR,,2,445.41
GAGNJW,,,1,332.3
JPGXEW,IFFFRKMDSBWNUC,KLMALQIVPPVI,2,489.86
LFWFYL,,,3,341.01
YDYDHE,,,1,372.36
PYBDIC,,,3,294.44
MPKFNL,,,1,297.49
EOKCLT,,,1,154.19
UEMXPX,,,2,517.02
MGHFQC,BGMCDNYNGFVHEE,DACGLSLXFGQJ,2,630.36
BWJREH,ZPJOVBWYQWTBQF,,3,140.62
UTSAVL,QRPNZPCMXDVXKQ,,2,314.37
AZGTAS,AQQXZLBINIBPVN,VEDKSMJLKDKG,3,193.38
JTWRRY,WKAXOTFPFMIZXO,QEAIGIEUVCED,3,536.49
WDDGYX,GWBYMIOUTREPNX,DQTBFHCPNIJX,3,51.31
FUJZUX,,,1,50.05
XBXWRH,RBLDXTOYWDMKFS,,1,345.84
LNYCKR,QAPOVZVAEPWGHD,WJLRCRDHUVUD,1,490.04
MSJATL,QUZAZRQSAQMRDC,VXLWQBABZQYB,3,209.65
NYSXZF,HCJFNJNHGHDTIU,,3,515.77
XUGSML,,,2,56.78
AEWZKM,GOEBVJVORDQDNQ,UTQEELQRUEBO,3,43
MGBBNU,,,3,387.88
TTXVRT,COHMUKFAESXDXS,WSISCWMRTVBS,2,477.41
JZOQZU,YBYXANBLLDKFWE,,3,244.74
NSSHEO,RZYGEVYVRGPONK,,3,465.34
CPESAE,FESHWTLWNOYOHE,,1,492.35
HJHFZL,,,3,656.12
VSMDFM,,,2,298.18
VMWXXR,,,2,29.08
KSHGUL,CHZFCBLBDUUVDL,KHOWRZQZWHFY,3,195.4
MNFQEJ,,,1,203.82
SQTLEK,,,1,498.08
RGFUXC,CRVYGVKTEOJBZM,YOKKWCABGXCR,2,434.73
KIDYKL,,,3,39.28
MMIFPZ,,,3,530.79
OKITUK,HNQYSTEGHBEKDM,PSUSZACKXEFW,2,219.18
YOIJDC,FESHWTLWNOYOHE,UXQSYQZBDSNA,3,402.8
NPAHOO,,,2,615.61
FGQKSC,,,3,426.19
NDZPYG,LPAOXUGMQSJBOC,APIWRFBCMCQS,1,163.83
YGUJAN,AEMYWRQTZTIMXI,GICVYLVKRYVN,3,471.82
LPWBBI,NFIEBBHXCWPEEG,,1,290.16
BSTJBG,LPCUWFVOMPMJHL,,1,459.78
OALIBV,ZDWICJGZRNXAGE,KWTFYUHUIRLZ,1,172.61
GFJXKQ,QRIUBAXHXNUZIM,,3,709.97
WPQPJF,,,3,13.97
YQWKTF,RDOWQPHKWGBBGW,,2,199.04
MATBLL,WBEBCFNMDHWNPO,IHCEQQYFWHPK,1,30.45
CGLJZJ,VDGIMJDTEYXQQO,,2,353.99
WAXISA,OGGFDKJSWULWVQ,,1,27.51
YEFLFN,LGMWDGCFACOBTT,,3,481.88
ETKYFS,BHTUBXQNJDJKOF,VFPPQPVUOLUB,2,192.25
BLCWAG,,,3,563.91
ENEHLA,,,1,280.24
DYJSBK,,,1,134.43
OVOJZK,JJEVIBUUOVYAOB,,1,531.09
IUTHJY,,,1,343.71
JOLHCY,TKOPWUJXSGGXEA,,2,94.26
BTMPCI,DUKXVFBQGGPLLO,TBGBKNVCFGKI,1,498.57
BIFGWS,,,3,291.47
EMLWJT,ZNAYMIEGMBYZNB,,2,122.26
MTSPSH,,,3,334.16
KRWADL,,,1,295.98
YXTKLT,EDOIBPJWNEYGIR,QNEBFHJITOLJ,1,346
EMDWNP,IHYTTXCEQZRVWN,,1,380.9
JEMFFA,,,3,112.86
GWAWLF,ERCFQPBDQUIMGM,,2,455.05
IIVXUT,,,2,115.05
EZUMDD,,,1,317.72
MQOFMG,LVNHCTMXZWCGSF,,2,375.87
DLWWXS,NJOZWEISLGCJOV,GQJKAFXMXNSI,3,122.97
JRQDDU,,,1,263.59
LNUSFK,MQJTMSBWBMQMJO,BTZUSUNCRIGW,2,206.24
BMMPJV,,,3,389.78
TYOASL,ZJURRWEKLFDEBE,DVSEIZIGBWVD,2,40.16
KEXDOK,GDJUGVWKJFEOKI,,3,470.6
GRIPPM,,,2,612.29
BBSHEP,STOTOYLAKJQKFF,,2,366.61
MLEXST,,,2,483.28
MELECA,,,1,307.67
LUXQFB,HNDBOLUEJSVMQZ,,2,114.09
YSLNQH,GZXGVEXMRXWZWF,LZZEGKHQKRJQ,2,512.68
QBJFYS,,,1,116.95
SVLCCM,MHARMSXMKRHDLD,,2,261.93
CXKGIX,,,3,410.55
QJLSDH,,,1,35.67
KUYTPT,,,3,179.01
ZTRTZL,,,3,102.03
GDBMAN,,,1,377.11
SKOXIX,NQLTIZTHVZFQEX,,1,28.48
DZBFCU,TXASWXRDMHLMAK,BNEMNPVWBRRG,1,112.98
ZZCDUA,,,3,579.14
SMQIOY,,,3,292.21
CLDRHK,IWOJACTUWTAYDF,HWPXFLVVDATY,1,184.37
PETPRR,,,3,139.88
CQQEJH,,,1,396.4
BWDTDL,RCYPZXUVPXWCLR,KTJZZPETJOBG,1,183.23
PDNGTS,,,2,544.06
PTUOUB,FZHYQNALZWQIOM,,2,44.49
JPAORD,,,1,444.36
IVDHIP,,,2,568.22
FARXON,IFFFRKMDSBWNUC,,2,659.17
SCRFLI,,,1,257.52
JRBXJV,GALHQACPTWQCJT,,1,65.07
MFMWFW,YRGNIUDXOVAGOS,IVGVXMVVYGBS,2,314.08
FGRWTA,,,3,212.34
VIBVOH,,,3,56.85
MEXBWB,,,3,270.11
FOWWOA,,,3,84.77
DYRINA,QMZHBFUTPERHUT,,1,191.46
MUQPUT,,,1,385.65
BVTSHK,,,1,254.78
LOGLOU,LZDRTTXHQLPRGV,,1,164.86
JEMFFA,,,2,111.55
SFEHDH,,,3,480.86
UTSAVL,WCZXVIGFOCRPXQ,SFTUNWMTLMLU,1,358.31
LINNUU,QMADWMVLEDQSPS,WTRZVRXWTBRU,2,580.71
IHPCWK,HPXCGIUMPIZSDR,,3,525.76
HQXMIT,,,1,521.45
LGCLYW,,,1,533.93
IOAQJA,FRYBODGMOFBLBY,,3,105.26
MVTNJI,QBEVRDCMVSDXLV,SNWDORLMAWAJ,1,642.47
HAGIXR,,,2,314.26
XZCEEK,MGWKMVNHKPDSEL,DRXMWXFCPOXH,1,516.41
UEFAHR,,,1,231.79
NMIKFI,,,3,58.76
RCAVTZ,,,2,445.73
IZWHYG,KLIXKLXWFSHVOU,,2,222.44
AEWZKM,,,2,40.66
FDYIFV,,,2,490.11
DHPUCB,YRGNIUDXOVAGOS,YBGDPTZSOPXM,2,187.4
AJWMVG,,,1,483.45
IRKSYN,MMSFVULVSPMLZL,XTBKXRUCMDEF,3,421.99
XSQNEU,JNPMNVBGNAKADC,GSMRCCDQPVXJ,2,509.26
XHGJQP,BVMXDEGXJVBVRO,,1,157.64
IXTPSU,,,1,482.02
UVMZOS,VZDOMPTFEBLUQK,,1,377.03
YAAHUD,,,2,614.39
BQLTJC,UAOFPDGNGRVUOL,,1,355.65
AQLULW,EORSAJVJMZURSC,WOEKODFFCVVB,1,199.04
OUARNU,KGUALYGWIEFRCQ,XHXUHXEROZVX,3,108.2
KVGOSP,QOVQVZCVNPYBXR,TFQWGLASLMYX,2,444.66
ELUOZP,,,1,39.02
XIPMYE,TQOEYGPXOUPOFI,,3,217.54
AYCGDC,VAPCCDKZTNXNAT,,1,158.63
GFJXKQ,,,1,709.97
MTIGLL,,,1,219.99
PAGOLL,,,3,143.37
DIXFWF,,,2,625.62
ZMYRHQ,,,1,65.64
BESMSM,,,2,470.75
SKOXIX,AEMYWRQTZTIMXI,TSCZKLYZEAYR,2,31.48
RMUSSX,CVOCTBBDVSPRST,,1,38.26
IZVGDX,LIXJFAGPUVHPQW,QEAIGIEUVCED,1,28.41
UJRFMB,WTXIQLAROTGDWT,CCNKVDCQGXIF,1,375.08
GWAWLF,,,1,359.25
VYBNGJ,,,1,408.06
GFZVWP,,,2,86.35
KMIESZ,WKHSMXGAVQIUSQ,,3,208.66
FKMYZF,RUKHEBAJALWYKK,,3,396.25
ZLGKOK,,,2,160.51
RQFOPA,RDOWQPHKWGBBGW,YPLXABKUQYLB,3,121.59
MFRRUY,INOTGNRVSFFNLR,,2,330.32
DJJWOE,,,3,555.4
FTJPYT,,,3,281.1
HCTPRK,TACCTDZEEXQUWJ,,2,471.01
OOJHUP,ZQHDNJTTIAYECZ,,3,28.95
MSQJXP,DSTOKLCSYLSNZI,VKFYYLWHYNWK,3,313.51
VXGLNC,ZJURRWEKLFDEBE,,3,116.96
VGIVQT,IWVVPFBDCKJZBQ,,2,217.67
DYXLDN,BUQLRSHHJGEIFF,,2,19.44
EOZCTU,,,1,132.65
WWCHVU,KICAWDSUUNLCQA,,3,541.99
TSJCBD,VZDOMPTFEBLUQK,,2,390.08
SCRHUF,,,1,340.91
NXIPJH,,,2,130.92
RXSNKL,QMADWMVLEDQSPS,BLXHQYSWMVAX,1,531.32
EHCNUZ,,,2,117.87
QLWBCS,,,2,381.11
VHLYTS,,,3,115.12
